Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,13246,2012-10-22,-0.008259018,0.0359900195,0.0339729449,21,100
Market-Adjusted Model,13247,2012-10-22,0.0233061472,0.0658910657,0.0655381103,21,100
Market-Adjusted Model,13248,2012-10-22,-0.02486593,0.0176587692,0.0173660329,21,100
Market-Adjusted Model,13249,2012-10-22,-0.003014733,0.0628900744,0.0392172304,21,100
Market-Adjusted Model,13250,2012-10-22,-0.135135119,-0.09610254,-0.092903156,21,100
Market-Adjusted Model,13251,2012-10-22,-0.00597171,0.037323402,0.0362602532,21,100
Market-Adjusted Model,13252,2012-10-22,-0.020716571,0.0222613049,0.0215153925,21,100
Market-Adjusted Model,13253,2012-10-22,0.1326530404,0.177097795,0.1748850035,21,100
Market-Adjusted Model,13254,2012-10-22,0.0124886776,0.0550348279,0.0547206407,21,100
Market-Adjusted Model,13255,2012-10-22,0.2704402486,0.2966258347,0.3126722117,21,100
Market-Adjusted Model,13256,2012-10-22,-0.037933499,0.0055594637,0.0042984644,21,100
Market-Adjusted Model,13257,2012-10-22,-0.021681001,0.0213140775,0.0205509617,21,100
Market-Adjusted Model,13260,2012-10-22,-0.160059862,-0.120003389,-0.117827898,21,100
Market-Adjusted Model,13261,2012-10-22,-0.355555583,-0.382011066,-0.313323619,21,100
Market-Adjusted Model,13262,2012-10-22,0.0669602808,0.1166582617,0.1091922439,21,100
Market-Adjusted Model,13263,2012-10-22,-0.211706084,-0.173039998,-0.169474121,21,100
Market-Adjusted Model,13264,2012-10-22,-0.145762732,-0.11117354,-0.103530769,21,100
Market-Adjusted Model,13265,2012-10-22,-0.206349226,-0.184179563,-0.164117263,21,100
Market-Adjusted Model,13267,2012-10-22,-0.200607864,-0.172764103,-0.158375901,21,100
Market-Adjusted Model,13268,2012-10-22,-0.016129051,0.0269152215,0.0261029119,21,100
Market-Adjusted Model,13269,2012-10-22,-0.0013929,0.0465019866,0.0408390629,21,100
Market-Adjusted Model,13270,2012-10-22,-0.023278608,0.0197962458,0.0189533554,21,100
Market-Adjusted Model,13271,2012-10-22,-0.021661012,0.0216154552,0.020570951,21,100
Market-Adjusted Model,13272,2012-10-22,0.0130665459,0.0566349267,0.055298509,21,100
Market-Adjusted Model,13273,2012-10-22,0.0027764633,0.0451464781,0.0450084264,21,100
Market-Adjusted Model,13277,2012-10-22,0.1455192527,0.1834738787,0.1877512157,21,100
Market-Adjusted Model,13278,2012-10-22,0.16015128,0.1938324127,0.2023832431,21,100
Market-Adjusted Model,13279,2012-10-22,-0.192211082,-0.159565853,-0.149979119,21,100
Market-Adjusted Model,13280,2012-10-22,-0.364721497,-0.39162335,-0.322489534,21,100
Market-Adjusted Model,13281,2012-10-22,-0.10989013,-0.062051201,-0.067658167,21,96
Market-Adjusted Model,13284,2012-10-22,0.0560841691,0.1017201293,0.0983161322,21,92
Market-Adjusted Model,13285,2012-10-22,-0.095971837,-0.053831267,-0.053739874,21,83
Market-Adjusted Model,13286,2012-10-22,0.0234114164,0.0695733259,0.0656433795,21,94
Market-Adjusted Model,13287,2012-10-22,0.0115675906,0.0538858904,0.0537995537,21,83
Market-Adjusted Model,13288,2012-10-22,0.0119706668,0.0542637569,0.0542026298,21,83
Market-Adjusted Model,13289,2012-10-22,0.0015113869,0.0438389727,0.04374335,21,83
Market-Adjusted Model,13292,2012-10-22,-0.143804608,-0.107960109,-0.101572645,21,92
Market-Adjusted Model,13293,2012-10-22,-0.039804809,0.0025025736,0.0024271537,21,88
Market-Adjusted Model,13294,2012-10-22,-0.117180966,-0.073541507,-0.074949003,21,87
Market-Adjusted Model,13295,2012-10-22,-0.011972908,0.0306001029,0.0302590555,21,94
Market-Adjusted Model,13296,2012-10-22,0.0099049093,0.0527325784,0.0521368724,21,83
Market-Adjusted Model,13297,2012-10-22,-0.029771018,0.0135030285,0.0124609453,21,88
Market-Adjusted Model,13298,2012-10-22,0.0232403348,0.0847575432,0.0654722979,21,82
Market-Adjusted Model,13299,2012-10-22,-0.202758255,-0.160481121,-0.160526292,21,97
Market-Adjusted Model,13300,2012-10-22,0.0072522486,0.0495525924,0.0494842117,21,100
Market-Adjusted Model,13301,2012-10-22,-0.084530421,-0.038157732,-0.042298458,21,82
Market-Adjusted Model,13302,2012-10-22,-0.003521208,0.0407851701,0.0387107552,21,83
Market-Adjusted Model,13303,2012-10-22,-0.08347977,-0.041163194,-0.041247807,21,100
Market-Adjusted Model,13305,2012-10-22,0.051881408,0.0982924177,0.094113371,21,82
Market-Adjusted Model,13306,2012-10-22,-0.011193564,-0.006872183,-0.006737518,7,92
Market-Adjusted Model,13307,2012-10-22,0.0008927927,0.0053290666,0.0053488383,7,92
Market-Adjusted Model,13308,2012-10-22,0.0032015684,0.0455248747,0.0454335315,21,92
Market-Adjusted Model,13309,2012-10-22,0.0387823417,0.0810156855,0.0810143047,21,98
Market-Adjusted Model,13310,2012-10-22,-0.017391341,0.0255385492,0.0248406217,21,83
Market-Adjusted Model,13314,2012-10-22,-0.090126801,-0.048729994,-0.047894838,21,87
Market-Adjusted Model,13315,2012-10-22,0.4804319109,0.4451427283,0.522663874,21,86
Market-Adjusted Model,13316,2012-10-22,-0.13845645,-0.099846242,-0.096224487,21,83
Market-Adjusted Model,13317,2012-10-22,-0.013014056,0.0301678116,0.029217907,21,86
Market-Adjusted Model,13318,2012-10-22,-0.352112676,-0.365322138,-0.309880713,21,100
Market-Adjusted Model,13319,2012-10-22,-0.081548656,-0.039074766,-0.039316693,21,81
Market-Adjusted Model,13320,2012-10-22,-0.064690457,-0.023952413,-0.022458494,21,100
Market-Adjusted Model,13321,2012-10-22,0.0033422611,0.0517600588,0.0455742242,21,87
Market-Adjusted Model,13322,2012-10-22,0.012112768,0.054378979,0.0543447311,21,97
Market-Adjusted Model,13323,2012-10-22,-0.101369888,-0.040617278,-0.059137925,21,81
Market-Adjusted Model,13324,2012-10-22,-0.086956501,-0.044338388,-0.044724538,21,86
Market-Adjusted Model,13325,2012-10-22,-0.193816851,-0.159985008,-0.151584888,21,82
Market-Adjusted Model,13326,2012-10-22,-0.066108783,-0.017222031,-0.02387682,21,92
Market-Adjusted Model,13327,2012-10-22,0.0430797703,0.0885935327,0.0853117334,21,100
Market-Adjusted Model,13328,2012-10-22,-0.146153822,-0.074744366,-0.103921859,21,87
Market-Adjusted Model,13329,2012-10-22,-0.266431972,-0.239989531,-0.224200009,21,82
Market-Adjusted Model,13330,2012-10-22,0.0010080859,0.0476190363,0.043240049,21,82
Market-Adjusted Model,13331,2012-10-22,-0.008937453,0.0346426999,0.0332945098,21,62
Market-Adjusted Model,13332,2012-10-22,-0.019976506,0.0226759856,0.0222554572,21,63
Market-Adjusted Model,13333,2012-10-22,0.0011451365,0.0434807029,0.0433770996,21,64
Market-Adjusted Model,13334,2012-10-22,0.0035879652,0.0459416851,0.0458199283,21,64
Market-Adjusted Model,13335,2012-10-22,0.0068021805,0.0491086909,0.0490341436,21,64
Market-Adjusted Model,13336,2012-10-22,-0.162735813,-0.128067647,-0.12050385,21,62
Market-Adjusted Model,13337,2012-10-22,-0.030395171,0.0151351386,0.0118367923,21,73
Market-Adjusted Model,13340,2012-10-22,-0.015789462,0.0424305486,0.0264425006,21,64
Market-Adjusted Model,13341,2012-10-22,-0.00972015,0.0326483761,0.0325118135,21,68
Market-Adjusted Model,13342,2012-10-22,-0.25024391,-0.239182279,-0.208011947,21,67
Market-Adjusted Model,13343,2012-10-22,-0.050185082,-0.006092012,-0.007953119,21,73
Market-Adjusted Model,13344,2012-10-22,-0.025314298,0.0178402697,0.0169176649,21,64
Market-Adjusted Model,13345,2012-10-22,0.0037969931,0.046506018,0.0460289561,21,79
Market-Adjusted Model,13348,2012-10-22,0.0195627935,0.0618303954,0.0617947566,21,74
Market-Adjusted Model,13349,2012-10-22,-0.365680443,-0.402479935,-0.32344848,21,67
Market-Adjusted Model,13350,2012-10-22,0.1555555163,0.2434051103,0.1977874793,21,60
Market-Adjusted Model,13351,2012-10-22,-0.029968332,0.0126675199,0.0122636311,21,63
Market-Adjusted Model,13352,2012-10-22,0.0723192422,0.1130212923,0.1145512053,21,73
Market-Adjusted Model,13353,2012-10-22,-0.024923693,0.0179172941,0.0173082699,21,80
Market-Adjusted Model,13356,2012-10-22,0.0807744574,0.1258417525,0.1230064205,21,60
Market-Adjusted Model,13357,2012-10-22,-0.00203037,0.0406535863,0.040201593,21,63
Market-Adjusted Model,13358,2012-10-22,0.0540083868,0.0960461548,0.0962403499,21,77
Market-Adjusted Model,13360,2012-10-22,-0.014353907,0.0282767587,0.0278780563,21,63
Market-Adjusted Model,13361,2012-10-22,-0.007794793,0.0346521734,0.0344371701,21,63
Market-Adjusted Model,13364,2012-10-22,-0.016177338,0.026353645,0.0260546253,21,63
Market-Adjusted Model,13365,2012-10-22,-0.03222606,0.0105977998,0.0100059027,21,69
Market-Adjusted Model,13366,2012-10-22,0.019147105,0.0640520549,0.061379068,21,75
Market-Adjusted Model,13367,2012-10-22,-0.088432548,-0.04070167,-0.046200585,21,68
Market-Adjusted Model,13368,2012-10-22,-0.0088823,0.0339053183,0.0333496633,21,72
Market-Adjusted Model,13369,2012-10-22,-0.322784824,-0.318398133,-0.280552861,21,64
Market-Adjusted Model,13372,2012-10-22,0.1504237482,0.2166337708,0.1926557113,21,70
Market-Adjusted Model,13373,2012-10-22,0.0121293998,0.0549425417,0.0543613629,21,74
Market-Adjusted Model,13374,2012-10-22,-0.144796401,-0.109946212,-0.102564438,21,64
Market-Adjusted Model,13375,2012-10-22,-0.060584952,-0.017009045,-0.018352989,21,55
Market-Adjusted Model,13376,2012-10-22,-0.327118662,-0.292238053,-0.284886699,21,71
Market-Adjusted Model,13377,2012-10-22,-0.098261471,-0.051055559,-0.056029508,21,67
Market-Adjusted Model,13378,2012-10-22,0.0072165619,0.0495597858,0.049448525,21,67
Market-Adjusted Model,13379,2012-10-22,-0.171662073,-0.141911298,-0.12943011,21,68
Market-Adjusted Model,13380,2012-10-22,-0.038681076,0.0037107064,0.0035508869,21,78
Market-Adjusted Model,13381,2012-10-22,-0.033016187,0.0091694628,0.0092157757,21,43
Market-Adjusted Model,13383,2012-10-22,0.0144927037,0.0567678283,0.0567246668,21,40
Market-Adjusted Model,13384,2012-10-22,0.1353574229,0.1725863087,0.177589386,21,58
Market-Adjusted Model,13385,2012-10-22,-0.347826098,-0.364413019,-0.305594135,21,40
Market-Adjusted Model,13386,2012-10-22,0.014904965,0.0571777769,0.0571369281,21,54
Market-Adjusted Model,13387,2012-10-22,0.0011449054,0.0437614145,0.0433768685,21,55
Market-Adjusted Model,13388,2012-10-22,-0.003298783,0.0397162424,0.0389331797,21,58
Market-Adjusted Model,13391,2012-10-22,-0.060426602,-0.017065671,-0.018194639,21,57
Market-Adjusted Model,13392,2012-10-22,-0.005558701,0.0368146189,0.0366732626,21,60
Market-Adjusted Model,13393,2012-10-22,-0.009036023,0.0336885116,0.0331959401,21,42
Market-Adjusted Model,13394,2012-10-22,0.0057934247,0.0480898083,0.0480253878,21,44
Market-Adjusted Model,13395,2012-10-22,0.0126953231,0.0553891507,0.0549272862,21,42
Market-Adjusted Model,13396,2012-10-22,-0.075874605,-0.033834794,-0.033642642,21,55
Market-Adjusted Model,13399,2012-10-22,-0.11371242,-0.07329746,-0.071480457,21,57
Market-Adjusted Model,13400,2012-10-22,-0.010578988,0.0362736086,0.0316529755,21,53
Market-Adjusted Model,13401,2012-10-22,-0.096390787,-0.056260756,-0.054158824,21,53
Market-Adjusted Model,13402,2012-10-22,0.3432056369,0.3569279852,0.3854376,21,53
Market-Adjusted Model,13403,2012-10-22,0.0055978982,0.0479664269,0.0478298613,21,53
Market-Adjusted Model,13404,2012-10-22,-0.001518925,0.0411012019,0.0407130378,21,43
Market-Adjusted Model,13405,2012-10-22,-0.010440854,0.0335764822,0.0317911088,21,58
Market-Adjusted Model,13406,2012-10-22,-0.097693326,-0.02116856,-0.055461363,21,52
Market-Adjusted Model,13407,2012-10-22,-0.021042596,0.0417299863,0.0211893672,21,47
Market-Adjusted Model,13408,2012-10-22,-0.084919458,-0.02913955,-0.042687495,21,52
Market-Adjusted Model,13409,2012-10-22,0.0045778311,0.0469448954,0.0468097942,21,59
Market-Adjusted Model,13410,2012-10-22,-0.070038955,-0.019412204,-0.027806992,21,60
Market-Adjusted Model,13411,2012-10-22,0.1022099768,0.1498669506,0.1444419399,21,40
Market-Adjusted Model,13412,2012-10-22,-0.036414531,0.0103679981,0.0058174321,21,40
Market-Adjusted Model,13507,2012-10-22,-0.001657726,0.0411931404,0.040574237,21,100
Market-Adjusted Model,13610,2012-10-22,-0.023733421,0.0209672927,0.0184985419,21,100
Market-Adjusted Model,13688,2012-10-22,-0.035856547,0.0068331232,0.0063754158,21,100
Market-Adjusted Model,13769,2012-10-22,0.0661764931,0.1104597702,0.1084084562,21,100
Market-Adjusted Model,13777,2012-10-22,-0.047619006,-0.002404868,-0.005387043,21,100
Market-Adjusted Model,13856,2012-10-22,-0.029676521,0.012616625,0.0125554419,21,100
Market-Adjusted Model,13901,2012-10-22,-0.0764706,-0.036198705,-0.034238637,21,100
Market-Adjusted Model,13928,2012-10-22,-0.002576758,0.0410924558,0.0396552054,21,100
Market-Adjusted Model,13936,2012-10-22,0.1753926725,0.2251147453,0.2176246356,21,100
Market-Adjusted Model,13987,2012-10-22,0.0105124784,0.0614816021,0.0527444415,21,100
Market-Adjusted Model,14008,2012-10-22,-0.018403568,0.0255260112,0.0238283955,21,100
Market-Adjusted Model,14198,2012-10-22,-0.137217611,-0.100929128,-0.094985648,21,100
Market-Adjusted Model,14219,2012-10-22,-0.167076175,-0.128864587,-0.124844211,21,100
Market-Adjusted Model,14227,2012-10-22,-0.110781398,-0.073012324,-0.068549435,21,100
Market-Adjusted Model,14277,2012-10-22,-0.019023646,0.0248552966,0.0232083167,21,100
Market-Adjusted Model,14526,2012-10-22,0.0131657713,0.0580193157,0.0553977344,21,100
Market-Adjusted Model,14541,2012-10-22,-0.085021258,-0.043941649,-0.042789295,21,100
Market-Adjusted Model,14593,2012-10-22,-0.14088192,-0.104933119,-0.098649957,21,100
Market-Adjusted Model,14702,2012-10-22,-0.016172534,0.0294814282,0.026059429,21,100
Market-Adjusted Model,14752,2012-10-22,0.042382162,0.0868177639,0.0846141251,21,100
Market-Adjusted Model,14761,2012-10-22,-0.227926059,-0.208975292,-0.185694096,21,100
Market-Adjusted Model,14795,2012-10-22,-0.002281952,0.0468409655,0.0399500116,21,100
Market-Adjusted Model,14816,2012-10-22,-0.04049619,0.0032691947,0.0017357727,21,100
Market-Adjusted Model,14868,2012-10-22,-0.027721397,0.0168563655,0.0145105665,21,100
Market-Adjusted Model,15069,2012-10-22,0.0142179485,0.0592672739,0.0564499116,21,100
Market-Adjusted Model,15070,2012-10-22,-0.041966471,0.0008518711,0.0002654923,21,100
Market-Adjusted Model,15202,2012-10-22,-0.044389125,0.0034478276,-0.002157162,21,100
Market-Adjusted Model,15203,2012-10-22,-0.060815966,-0.012261698,-0.018584003,21,100
Market-Adjusted Model,15318,2012-10-22,-0.057077623,-0.013112353,-0.01484566,21,100
Market-Adjusted Model,15456,2012-10-22,-0.042490892,0.0004465012,-0.000258928,21,100
Market-Adjusted Model,15457,2012-10-22,-0.154871582,-0.121459686,-0.112639619,21,100
Market-Adjusted Model,15537,2012-10-22,-0.022106478,0.0218664869,0.0201254848,21,100
Market-Adjusted Model,15553,2012-10-22,-0.062227596,-0.020943817,-0.019995633,21,100
Market-Adjusted Model,15560,2012-10-22,0.0195121821,0.0808531313,0.0617441452,21,100
Market-Adjusted Model,15579,2012-10-22,0.0479038454,0.0935155315,0.0901358084,21,100
Market-Adjusted Model,15580,2012-10-22,0.0537634778,0.1005893548,0.0959954409,21,100
Market-Adjusted Model,15720,2012-10-22,-0.048888917,-0.007170718,-0.006656954,21,100
Market-Adjusted Model,15721,2012-10-22,0.0537280879,0.097852504,0.095960051,21,100
Market-Adjusted Model,16030,2012-10-22,-0.049836078,-0.0053406,-0.007604115,21,100
Market-Adjusted Model,16126,2012-10-22,0.0233480087,0.0744634782,0.0655799718,21,100
Market-Adjusted Model,16249,2012-10-22,0.5665832594,0.708967759,0.6088152225,21,100
Market-Adjusted Model,16417,2012-10-22,-2.488742E-9,0.0461563064,0.0422319606,21,100
Market-Adjusted Model,16432,2012-10-22,-0.076138098,-0.027882259,-0.033906135,21,100
Market-Adjusted Model,16505,2012-10-22,0.0397849338,0.0872187741,0.0820168969,21,100
Market-Adjusted Model,16548,2012-10-22,-0.041857386,0.001815305,0.0003745772,21,100
Market-Adjusted Model,16555,2012-10-22,-0.067465647,-0.024579698,-0.025233684,21,100
Market-Adjusted Model,16600,2012-10-22,-0.026577166,0.0158889123,0.0156547975,21,100
Market-Adjusted Model,16678,2012-10-22,0.0366007091,0.0800386035,0.0788326722,21,100
Market-Adjusted Model,16852,2012-10-22,-0.21544496,-0.182469294,-0.173212997,21,100
Market-Adjusted Model,17005,2012-10-22,-0.04107968,0.0007045464,0.0011522829,21,100
Market-Adjusted Model,17073,2012-10-22,0.0404280806,0.0837354563,0.0826600437,21,100
Market-Adjusted Model,17137,2012-10-22,0.0373090916,0.0846228604,0.0795410547,21,100
Market-Adjusted Model,17144,2012-10-22,-0.008239651,0.0344928184,0.033992312,21,100
Market-Adjusted Model,17202,2012-10-22,0.0136969553,0.0358807516,0.0357357651,5,100
Market-Adjusted Model,17205,2012-10-22,0.0033509921,0.0460285907,0.0455829552,21,100
Market-Adjusted Model,17210,2012-10-22,0.012637637,0.0348030104,0.0346764468,5,100
Market-Adjusted Model,17212,2012-10-22,0.0114207334,0.0335712493,0.0334595431,5,100
Market-Adjusted Model,17213,2012-10-22,-0.019442145,0.0229308478,0.0227898186,21,100
Market-Adjusted Model,17214,2012-10-22,-0.010011073,0.0325214189,0.0322208897,21,100
Market-Adjusted Model,17215,2012-10-22,-0.016405621,0.0057806213,0.0056331889,5,100
Market-Adjusted Model,17219,2012-10-22,-0.011516053,0.0106651599,0.0105227568,5,100
Market-Adjusted Model,17220,2012-10-22,-0.010306916,0.0118564785,0.0117318936,5,100
Market-Adjusted Model,17279,2012-10-22,-0.049433824,-0.005949861,-0.007201861,21,100
Market-Adjusted Model,17444,2012-10-22,-0.091034884,-0.042432355,-0.048802921,21,100
Market-Adjusted Model,17456,2012-10-22,-0.002552368,0.039842235,0.0396795955,21,77
Market-Adjusted Model,17457,2012-10-22,0.0187965035,0.0610820766,0.0610284666,21,68
Market-Adjusted Model,17459,2012-10-22,-0.023740096,0.0201123677,0.0184918667,21,100
Market-Adjusted Model,17460,2012-10-22,-0.054002505,-0.01201,-0.011770542,21,100
Market-Adjusted Model,17471,2012-10-22,0.0154976252,0.0577726705,0.0577295883,21,63
Market-Adjusted Model,17472,2012-10-22,0.0169894778,0.059363372,0.0592214409,21,63
Market-Adjusted Model,17473,2012-10-22,-0.009428947,0.0329080177,0.0328030159,21,77
Market-Adjusted Model,17478,2012-10-22,-0.070392262,-0.028088555,-0.028160299,21,100
Market-Adjusted Model,17523,2012-10-22,-0.060092429,-0.011022943,-0.017860466,21,100
Market-Adjusted Model,17653,2012-10-22,-0.005439639,0.0371742723,0.0367923242,21,79
Market-Adjusted Model,17656,2012-10-22,0.0196901227,0.0619367566,0.0619220858,21,79
Market-Adjusted Model,17657,2012-10-22,-0.063646534,-0.021918816,-0.021414571,21,100
Market-Adjusted Model,17658,2012-10-22,-0.045209665,-0.002071049,-0.002977702,21,100
Market-Adjusted Model,17661,2012-10-22,-0.009449449,0.0337245296,0.0327825142,21,100
Market-Adjusted Model,17664,2012-10-22,-0.043236745,0.0001129717,-0.001004782,21,100
Market-Adjusted Model,17665,2012-10-22,-0.014142802,0.029033463,0.0280891608,21,100
Market-Adjusted Model,17666,2012-10-22,-0.00049511,0.0425494148,0.041736853,21,100
Market-Adjusted Model,17667,2012-10-22,-0.038275882,0.0046030281,0.0039560814,21,100
Market-Adjusted Model,17726,2012-10-22,-0.002357777,0.0405198934,0.039874186,21,100
Market-Adjusted Model,17743,2012-10-22,0.0209660574,0.0646002338,0.0631980205,21,100
Market-Adjusted Model,17750,2012-10-22,-0.043733491,-0.001817654,-0.001501528,21,100
Market-Adjusted Model,17778,2012-10-22,-0.053085464,-0.011507454,-0.010853501,21,100
Market-Adjusted Model,17830,2012-10-22,-0.010571926,0.0334447298,0.031660037,21,100
Market-Adjusted Model,17929,2012-10-22,-0.015669069,0.0278164649,0.0265628941,21,100
Market-Adjusted Model,17961,2012-10-22,0.015033647,0.0595997803,0.0572656101,21,100
Market-Adjusted Model,18033,2012-10-22,-0.409282677,-0.437414112,-0.367050714,21,100
Market-Adjusted Model,18075,2012-10-22,-0.040070761,0.0060762196,0.0021612017,21,100
Market-Adjusted Model,18091,2012-10-22,-0.031448532,0.0118287753,0.0107834313,21,100
